equivalence_ratio  P=1bar,T=293K
0.494736842105  0.891191709845
0.5  0.79792746114
0.752631578947  1.38860103627
0.752631578947  1.52331606218
0.994736842105  2.0932642487
0.994736842105  2.27979274611
1.24210526316  2.75647668394
1.24736842105  2.54922279793
1.49473684211  2.84974093264
1.49473684211  2.93264248705
1.99473684211  2.78756476684
1.99473684211  2.87046632124
2.99473684211  2.21761658031
2.99473684211  2.31088082902
2.99473684211  2.45595854922
