equivalence_ratio  P=1atm,T=293.15K,H2:CO=5-95%,12mm
0.602595379525  0.180415045396
0.657112144014  0.193385214008
0.696091622213  0.214656290532
0.753286533062  0.253566796368
0.806634131899  0.305966277562
0.837887023271  0.344357976654
0.853394029012  0.326718547341
