equivalence_ratio  P=1atm,T=300K,H2:CO=40-60%,4mm
0.637150837989  0.389569752282
0.79217877095  0.596088657106
0.888547486034  0.730638852673
0.986312849162  0.87926988266
1.07988826816  0.999739243807
1.17905027933  1.13116036506
