equivalence_ratio  P=1atm,T=300K,H2:CO=50-50%
0.591727748691  0.3625
0.617486910995  0.423214285714
0.650157068063  0.480357142857
0.706701570681  0.494642857143
0.707329842932  0.569642857143
0.751937172775  0.65
0.785235602094  0.666071428571
0.799685863874  0.7375
0.849947643979  0.819642857143
0.885759162304  0.833928571429
0.901465968586  0.903571428571
0.953612565445  1.03392857143
0.982513089005  0.994642857143
