equivalence_ratio  P=1atm,T=293.15K,H2:CO=30-70%,4mm
0.634241245136  0.375117411067
0.693385214008  0.426269876825
0.791439688716  0.56275363559
0.897276264591  0.716303652957
0.976653696498  0.832630460936
1.07937743191  0.877516976155
1.18521400778  0.995361948243
