equivalence_ratio  P=1atm,T=300K,H2:CO=40-60%,Chem.SB.6mm
0.64064665127  0.399059561129
0.657621247113  0.435109717868
0.712586605081  0.513479623824
0.715011547344  0.507210031348
0.811200923788  0.656112852665
0.816859122402  0.656112852665
0.86454965358  0.721943573668
0.902540415704  0.762695924765
0.91143187067  0.790909090909
0.957505773672  0.864576802508
0.997113163972  0.939811912226
1.05612009238  1.02915360502
