equivalence_ratio  P=1atm,T=293.15K,H2:CO=30-70%,6mm
0.638910505837  0.348720684986
0.660700389105  0.3580068559
0.724513618677  0.427782000493
0.794552529183  0.513073023895
0.850583657588  0.587515415708
0.92373540856  0.658830872693
0.992217898833  0.73636194321
1.11828793774  0.896095358425
