equivalence_ratio  P=1atm,T=293.15K,H2:CO=10-90%
0.484221719426  0.170531400966
0.553564075909  0.221739130435
0.599095646738  0.208212560386
0.648997465637  0.248309178744
0.685380867935  0.282608695652
0.708240418  0.309178743961
