equivalence_ratio  P=1atm,T=300K,H2:CO=50-50%,Chem.SB.4mm
0.591454965358  0.359937402191
0.706928406467  0.49358372457
0.78545034642  0.664475743349
0.885219399538  0.833176838811
0.982217090069  0.995305164319
1.07736720554  1.13771517997
1.17806004619  1.28450704225
1.27228637413  1.41596244131
