equivalence_ratio  P=1atm,T=293.15K,H2:CO=50-50%,6mm.PF
0.337321196359  0.122033898305
0.366970091027  0.161929595828
0.424707412224  0.211212516297
0.465279583875  0.255801825293
0.499609882965  0.276923076923
0.557347204161  0.410691003911
0.613524057217  0.492829204694
