equivalence_ratio  P=1atm,T=293.15K,H2:CO=20-80%,6mm
0.632684824903  0.291828793774
0.656031128405  0.30869001297
0.733852140078  0.352788586252
0.803891050584  0.422827496757
0.900389105058  0.525291828794
0.989105058366  0.596627756161
1.06692607004  0.647211413748
1.17743190661  0.748378728923
