equivalence_ratio  P=1atm,T=300,closed_tip
0.903319502075  1.66263237519
0.910580912863  1.7950075643
0.94979253112  1.84266263238
1.00788381743  1.95385779123
1.03402489627  2.15506807867
1.10373443983  2.3721633888
1.10809128631  2.20272314675
1.14294605809  2.35098335855
1.20975103734  2.39334341906
