equivalence_ratio  P=1atm,T=293.15K,H2:CO=40-60%,Sch.NB.8mm
0.649538106236  0.463322884013
0.698845265589  0.555799373041
0.744110854503  0.585579937304
0.795034642032  0.667084639498
0.833025404157  0.765830721003
0.879099307159  0.790909090909
0.912240184758  0.855172413793
0.954272517321  0.971159874608
0.999538106236  1.02445141066
