equivalence_ratio  P=1atm,T=293.15K,H2:CO=70-30%,6mm.OP.OT
0.483405219184  0.311880493164
0.54068874783  0.426705932617
0.568815104167  0.492333984375
0.596941460503  0.557962036133
0.631320529514  0.642346191406
