equivalence_ratio  P=1atm,T=293.15K,H2:CO=50-50%,4mm
0.591677503251  0.361408083442
0.707152145644  0.49517601043
0.786736020806  0.666492829205
0.885045513654  0.835462842243
0.983355006502  0.99739243807
1.07854356307  1.14054758801
1.17841352406  1.28370273794
1.27360208062  1.41981747066
