equivalence_ratio  P=1atm,T=300K,H2:CO=40-60%,Chem.SB.4mm
0.636605080831  0.389655172414
0.693187066975  0.463322884013
0.790993071594  0.5934169279
0.887990762125  0.731347962382
0.984180138568  0.87868338558
1.17898383372  1.13103448276
