equivalence_ratio  P=1atm,T=300K,H2:CO=10-90%,6mm
0.623346303502  0.294163424125
0.713618677043  0.27055771725
0.758754863813  0.307782101167
0.821011673152  0.317769130999
0.827237354086  0.382230869001
0.912840466926  0.380415045396
1.06381322957  0.482101167315
1.12451361868  0.513878080415
1.22101167315  0.576523994812
