equivalence_ratio  P=1atm,T=293.15K,H2:CO=1-99%
0.909561276558  0.178743961353
0.95432370547  0.191787439614
1.01089776256  0.2038647343
1.07845723177  0.221256038647
1.1781480802  0.261352657005
