equivalence_ratio  P=1atm,T=300K,H2:CO=20-80%,6mm.PF
0.310505836576  0.0856031128405
0.360311284047  0.123216601816
0.400778210117  0.171206225681
0.44280155642  0.24513618677
0.506614785992  0.21271076524
0.561089494163  0.272373540856
0.632684824903  0.354085603113
