equivalence_ratio  P=1.MPa,T=365K
0.3  0.0658998758391
0.400275482094  0.184107399216
0.500550964187  0.363934640903
0.599862258953  0.785845409925
0.700137741047  1.1813416657
0.80041322314  1.58123932992
0.899724517906  1.83589657781
1  2.21818860823
