equivalence_ratio  P=1atm,T=300K,Unstretched Laminar burning velocities
1.49398360571  2.58403361345
1.63386090633  2.58403361345
1.78842088983  2.59103641457
2.0908387895  2.49299719888
2.32716399443  2.36694677871
2.57899675208  2.10784313725
2.98497705831  1.92577030812
3.48699283394  1.68767507003
3.73100994999  1.5056022409
3.98929731402  1.40056022409
4.49131308965  1.16246498599
4.99304016085  0.973389355742
