equivalence_ratio  P=3atm,T=298±3K,O2/(N2+02)=0.125
0.981526438867  0.537781759914
1.39507173422  1.25036898791
1.80536398752  1.44505704906
2.21745935556  1.37252350555
2.76508575019  1.21429182204
3.24452838326  1.16089360136
