equivalence_ratio  P=0.5atm,T=298.15K
0.449459983384  0.653529723992
0.757961783439  1.53255677098
1.06175574633  1.95943529032
1.40556632512  2.47957629466
1.82165605096  2.44152704699
2.2111603434  2.35016846672
2.62545001385  2.13923889966
3.01246192191  1.80850756946
3.51883134866  1.69107126373
4.01066186652  1.42729391674
