equivalence_ratio  P=1atm,T=298.15K
0.701663864572  1.1912574642
1.11542698127  2.27401588498
1.23386863007  2.39480549597
1.53550930489  2.58348310047
1.65302336367  2.59759986086
1.80955417705  2.59864339962
2.13461649951  2.48081048177
2.35544089512  2.37561597774
2.61423850658  2.13734129515
3.01675459447  1.9266914024
3.510348426  1.68998202794
3.75656559801  1.50495680909
4.00359441127  1.41327033451
4.49707229405  1.16322685373
5.00405820627  0.966606759812
