equivalence_ratio  P=1atm,CO:H2=50:50
0.317757009346  0.451388888889
0.532710280374  0.847222222222
0.96261682243  1.27777777778
1.16822429907  1.50694444444
1.39252336449  1.63194444444
1.81308411215  1.73611111111
2.34579439252  1.63888888889
2.8785046729  1.45833333333
3.41121495327  1.30555555556
3.94392523364  1.05555555556
