equivalence_ratio  P=2atm,T=298±3K,CO:H2=50:50
0.317757009346  0.383954154728
0.532710280374  0.716332378223
0.738317757009  1.03724928367
0.953271028037  1.35243553009
1.16822429907  1.51289398281
1.3738317757  1.66189111748
1.80373831776  1.77077363897
2.33644859813  1.69054441261
2.8691588785  1.38108882521
3.93457943925  0.819484240688
