equivalence_ratio  P=5atm,T=298±3K,CO:H2=50:50
0.530474040632  0.794520547945
0.744920993228  1.13242009132
0.959367945824  1.35159817352
1.17381489842  1.55251141553
1.38826185102  1.66210045662
1.60270880361  1.72602739726
1.80586907449  1.71689497717
2.33634311512  1.44292237443
2.87810383747  1.1598173516
3.4085778781  0.831050228311
