H2/(H2+CO)  P=1atm,T=293.15K,Φ=1
0.0489070226161  0.154340836013
9.90612322099  0.363344051447
20.1483422951  0.559485530547
30.2448825189  0.733118971061
40.1925014379  0.83922829582
49.8550159614  0.987138263666
59.9485453345  1.11897106109
70.0392954609  1.21221864952
79.9903884383  1.36655948553
90.2249645839  1.45659163987
99.9023017567  1.81028938907
