equivalence_ratio  P=,T=
0.229109159348  0.406412478336
0.347804265997  0.746100519931
0.460978670013  1.33448873484
0.574153074028  1.54072790295
0.692848180678  1.75303292894
0.811543287327  1.87435008666
0.924717691343  2.25043327556
1.15658720201  2.55979202773
1.26976160602  2.5719237435
1.38293601004  2.65077989601
1.49887076537  2.79029462738
1.61756587202  2.84488734835
1.73074027604  2.75996533795
1.84391468005  2.7417677643
1.96813048934  2.65077989601
2.07854454203  2.51126516464
