equivalence_ratio  P=1atm,T=20C,H2:CO=50:50
0.703163017032  0.548123980424
0.806326034063  0.68515497553
0.901703163017  0.876019575856
1.00291970803  1.0766721044
1.10218978102  1.19412724307
1.20340632603  1.31158238173
1.30462287105  1.41435562806
1.40583941606  1.56117455139
1.50316301703  1.63947797716
1.59854014599  1.69331158238
1.70170316302  1.76672104405
1.80291970803  1.84013050571
1.90413625304  1.82544861338
2.00535279805  1.72756933116
2.10462287105  1.64926590538
