equivalence_ratio  P=10atm,T=300K,H2:CO=50:50,O2:He=1:7oxidizer
0.600324324324  0.320469473458
0.700648648649  0.493526434801
0.800108108108  0.724354473996
0.800108108108  0.688497900291
0.800972972973  0.728336384193
0.900432432432  0.91334769032
0.999891891892  1.0366060084
1.00075675676  1.04257995047
