Pressure  T= 573,75%H2O,Optical_Method
0.918220946915  1.37136042887
3.95982783357  0.382637489586
9.92826398852  0.100190852394
12.9698708752  0.0673120689517
20.0286944046  0.0549143826045
30.0143472023  0.0541733323041
