%H2O  Koroll,P=1bar,T= 373K
-0.123456790123  14.2194272704
5.43209876543  13.25140042
17.037037037  11.2643466996
19.3827160494  10.6023827749
29.3827160494  8.48855129639
37.037037037  6.65512571395
42.7160493827  5.28007222909
53.7037037037  2.91161749985
60.6172839506  1.84149639836
69.7530864198  0.79624722762
78.1481481481  0.0564329034917
