equivalence_ratio  P=0.1Mpa,302±3K,40%CO2
0.595467695275  0.876510154195
0.796528447445  1.11377776425
0.996142719383  1.23476229989
1.19720347155  1.17302658768
1.39681774349  1.15696793395
1.59787849566  1.12430198919
1.7974927676  1.02933968097
1.99855351977  0.942687025249
