equivalence_ratio  P=1atm,302±3K,40%N2
0.598003629764  1.75636286665
0.796733212341  1.9645647223
0.998185117967  2.19221678237
1.19691470054  2.37450071145
1.39836660617  2.38185039571
1.5998185118  2.33736422683
1.99727767695  2.12525821891
