equivalence_ratio  P=0.1Mpa,302±3K,40%CO2
0.600725952813  0.881644604548
0.79945553539  1.10928490512
0.998185117967  1.22029453615
1.1941923775  1.17578484828
1.39836660617  1.16370784711
1.5943738657  1.11919815925
1.79582577132  1.0163966556
1.99727767695  0.939513078518
