equivalence_ratio  P=0.1Mpa,302±3K,50%N2
0.60258780037  1.12017167382
0.799445471349  1.35193133047
0.999075785582  1.50643776824
1.20147874307  1.63519313305
1.39833641405  1.66094420601
1.59796672828  1.55793991416
2  1.36909871245
