equivalence_ratio  P=0.1MPa,0%CO2
0.596135721018  0.502654867257
0.788407163054  0.835398230088
0.983506126296  1.15044247788
1.17577756833  1.45840707965
1.56597549482  1.7203539823
1.95334590009  1.81592920354
2.34071630537  1.77345132743
2.73091423186  1.54690265487
3.40951932139  1.25309734513
