equivalence_ratio  P=0.1MPa,10%CO2
0.598963242224  0.396460176991
0.794062205467  0.725663716814
0.983506126296  0.991150442478
1.18143261074  1.22123893805
1.56880301602  1.43008849558
1.95334590009  1.49380530973
2.4425070688  1.41592920354
2.92318567389  1.12920353982
