equivalence_ratio  P=1atm,T=300K,CO:H2=95:5
0.666564417178  0.223103696802
0.688036809816  0.225195563134
0.711554192229  0.241335747476
0.741206543967  0.267529195305
0.742740286299  0.265529617194
0.755010224949  0.267584568238
0.798466257669  0.29182765834
0.802044989775  0.301870667581
0.860838445808  0.336203936459
0.91554192229  0.360492145247
0.968711656442  0.386779932146
1.01625766871  0.409033698385
1.06073619632  0.423252236891
