equivalence_ratio  P=1atm,T=300K,0%CO2,H2:CO=5:95
0.666666666667  0.221819787986
0.688700564972  0.223674911661
0.711299435028  0.240989399293
0.741242937853  0.2675795053
0.743502824859  0.263869257951
0.75593220339  0.266342756184
0.798305084746  0.290459363958
0.802259887006  0.30035335689
0.860451977401  0.333745583039
0.916384180791  0.360335689046
0.968361581921  0.38445229682
1.01694915254  0.407950530035
1.0615819209  0.419081272085
