equivalence_ratio  P=1atm,T=300K,H2:CO=95:5,20%CO2
0.610069444444  0.576677681066
0.636805555556  0.634335375027
0.663541666667  0.711335428756
0.689467592593  0.769004316212
0.715393518519  0.836344383552
0.719444444444  0.826617236192
0.751851851852  0.951894834874
0.759953703704  0.932440540153
0.799652777778  1.02860385773
0.819907407407  1.1153646393
0.878240740741  1.21127050648
0.888773148148  1.24980971058
0.956828703704  1.40360833512
1.02650462963  1.52837103303
