equivalence_ratio  P=1atm,T=500K,H2:CO=5:95
0.591935483871  0.466537717602
0.6133640553  0.511798839458
0.66866359447  0.588394584139
0.707373271889  0.671953578337
0.755069124424  0.699806576402
0.766820276498  0.734622823985
0.822811059908  0.800773694391
0.876036866359  0.856479690522
0.925115207373  0.901740812379
