H2/(H2+air)_ratio  P=101.3kPa,T=373.15K,22%steam
0.230300960096  1.09293007806
0.290390503959  1.63612741091
0.33030583987  2.29224795529
0.376381891157  2.44433135761
0.413296165717  2.6628145494
0.444457186078  2.45694906038
0.47294652987  2.41026007456
0.498518988423  2.07845283262
0.537020409657  1.83936130722
0.609413085115  1.34132803064
