H2/(H2+air)_ratio  P=1atm,T=373.15K,12%steam
0.22985324078  1.94837198521
0.329858120555  3.14768986244
0.375135108758  3.51861372576
0.421262397677  3.76353483898
0.439618889607  3.69041664561
0.470801868954  3.52433874698
0.50103939198  3.31185070678
0.520231545303  3.08620470306
0.549479694038  2.74773134053
0.625365068134  1.91146869015
