%H2_volume  P=1atm,T=298.15K,low_%H2
7.99450912316  0.0792271260637
9.0198501802  0.101213276223
9.02088797479  0.131599901881
9.98018755779  0.219891691983
10.9715644282  0.247406456969
11.9989810744  0.330165858445
12.9624318358  0.540004151178
12.9636583203  0.575915617865
14.9865086703  0.804973866445
17.7677038323  1.23836820952
19.9640545691  1.54751778403
